run_id,task_id,agent_id,model_id,model_family,label,n_steps,exit_status
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13513,django__django-13513,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,74,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13516,django__django-13516,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,113,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13551,django__django-13551,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,59,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13568,django__django-13568,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,110,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13569,django__django-13569,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,101,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13590,django__django-13590,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,74,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13658,django__django-13658,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,70,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13670,django__django-13670,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,35,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13741,django__django-13741,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,73,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13786,django__django-13786,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,59,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13794,django__django-13794,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,92,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13807,django__django-13807,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,87,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13809,django__django-13809,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,76,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13810,django__django-13810,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,63,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13820,django__django-13820,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,57,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13821,django__django-13821,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,71,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13837,django__django-13837,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,66,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13925,django__django-13925,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,102,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13933,django__django-13933,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,82,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13964,django__django-13964,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,91,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14007,django__django-14007,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,107,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14011,django__django-14011,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,51,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14017,django__django-14017,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,130,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14034,django__django-14034,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,74,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14053,django__django-14053,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,63,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14089,django__django-14089,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,58,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14122,django__django-14122,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,122,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14140,django__django-14140,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,48,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14155,django__django-14155,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,88,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14170,django__django-14170,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,74,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14238,django__django-14238,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,62,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14311,django__django-14311,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,66,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14315,django__django-14315,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,52,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14349,django__django-14349,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,79,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14351,django__django-14351,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,109,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14373,django__django-14373,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,50,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14376,django__django-14376,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,68,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14404,django__django-14404,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,74,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14434,django__django-14434,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,72,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14493,django__django-14493,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,46,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14500,django__django-14500,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,169,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14534,django__django-14534,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,104,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14539,django__django-14539,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,93,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14559,django__django-14559,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,69,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14580,django__django-14580,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,70,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14608,django__django-14608,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,74,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14631,django__django-14631,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,107,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14672,django__django-14672,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,62,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14725,django__django-14725,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,123,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14752,django__django-14752,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,52,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14765,django__django-14765,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,70,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14771,django__django-14771,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,61,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14787,django__django-14787,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,34,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14792,django__django-14792,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,106,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14855,django__django-14855,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,119,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14915,django__django-14915,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,63,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14999,django__django-14999,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,100,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15022,django__django-15022,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,93,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15037,django__django-15037,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,83,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15098,django__django-15098,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,105,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15103,django__django-15103,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,83,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15104,django__django-15104,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,61,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15127,django__django-15127,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,58,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15128,django__django-15128,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,96,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15161,django__django-15161,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,96,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15252,django__django-15252,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,85,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15268,django__django-15268,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,120,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15277,django__django-15277,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,51,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15278,django__django-15278,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,95,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15280,django__django-15280,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,126,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15315,django__django-15315,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,82,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15368,django__django-15368,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,89,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15375,django__django-15375,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,114,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15380,django__django-15380,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,99,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15382,django__django-15382,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,117,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15467,django__django-15467,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,60,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15499,django__django-15499,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,115,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15503,django__django-15503,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,148,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15525,django__django-15525,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,82,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15554,django__django-15554,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,98,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15561,django__django-15561,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,54,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15563,django__django-15563,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,138,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15569,django__django-15569,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,43,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15572,django__django-15572,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,60,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15629,django__django-15629,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,102,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15695,django__django-15695,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,90,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15731,django__django-15731,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,79,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15732,django__django-15732,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,87,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15741,django__django-15741,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,89,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15814,django__django-15814,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,64,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15851,django__django-15851,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,73,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15863,django__django-15863,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,85,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15916,django__django-15916,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,67,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15930,django__django-15930,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,96,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15957,django__django-15957,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,108,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15973,django__django-15973,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,110,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15987,django__django-15987,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,56,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16032,django__django-16032,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,219,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16082,django__django-16082,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,91,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16100,django__django-16100,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,100,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16116,django__django-16116,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,88,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16136,django__django-16136,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,80,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16139,django__django-16139,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,64,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16145,django__django-16145,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,65,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16255,django__django-16255,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,48,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16256,django__django-16256,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,87,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16263,django__django-16263,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,125,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16315,django__django-16315,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,82,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16333,django__django-16333,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,66,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16429,django__django-16429,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,56,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16454,django__django-16454,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,81,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16485,django__django-16485,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,40,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16493,django__django-16493,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,61,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16502,django__django-16502,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,92,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16527,django__django-16527,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,63,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16560,django__django-16560,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,98,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16569,django__django-16569,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,41,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16595,django__django-16595,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,66,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16612,django__django-16612,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,73,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16631,django__django-16631,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,99,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16642,django__django-16642,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,60,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16661,django__django-16661,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,72,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16662,django__django-16662,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,63,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16667,django__django-16667,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,130,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16801,django__django-16801,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,68,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16819,django__django-16819,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,104,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16877,django__django-16877,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,67,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16899,django__django-16899,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,66,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16901,django__django-16901,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,94,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16938,django__django-16938,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,87,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16950,django__django-16950,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,97,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-17029,django__django-17029,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,48,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-17084,django__django-17084,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,91,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-17087,django__django-17087,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,96,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-7530,django__django-7530,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,85,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-9296,django__django-9296,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,51,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-13989,matplotlib__matplotlib-13989,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,53,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-14623,matplotlib__matplotlib-14623,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,86,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-20488,matplotlib__matplotlib-20488,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,81,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-20676,matplotlib__matplotlib-20676,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,55,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-20826,matplotlib__matplotlib-20826,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,134,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-20859,matplotlib__matplotlib-20859,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,76,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-21568,matplotlib__matplotlib-21568,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,131,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-22719,matplotlib__matplotlib-22719,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,101,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-22865,matplotlib__matplotlib-22865,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,71,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-22871,matplotlib__matplotlib-22871,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,69,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-23299,matplotlib__matplotlib-23299,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,96,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-23314,matplotlib__matplotlib-23314,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,68,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-23412,matplotlib__matplotlib-23412,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,94,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-23476,matplotlib__matplotlib-23476,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,109,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-24026,matplotlib__matplotlib-24026,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,79,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-24149,matplotlib__matplotlib-24149,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,82,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-24177,matplotlib__matplotlib-24177,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,144,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-24570,matplotlib__matplotlib-24570,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,61,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-24627,matplotlib__matplotlib-24627,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,145,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-24637,matplotlib__matplotlib-24637,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,99,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-24870,matplotlib__matplotlib-24870,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,56,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-24970,matplotlib__matplotlib-24970,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,89,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-25122,matplotlib__matplotlib-25122,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,78,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-25287,matplotlib__matplotlib-25287,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,104,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-25311,matplotlib__matplotlib-25311,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,156,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-25332,matplotlib__matplotlib-25332,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,88,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-25479,matplotlib__matplotlib-25479,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,100,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-25775,matplotlib__matplotlib-25775,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,141,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-25960,matplotlib__matplotlib-25960,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,85,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-26113,matplotlib__matplotlib-26113,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,84,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-26208,matplotlib__matplotlib-26208,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,110,Submitted
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-26291,matplotlib__matplotlib-26291,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,88,Submitted
