run_id,seg,label,n_frag_total,n_steps_total
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-8035,all_sent,0,1153,84
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-8056,all_sent,0,1026,46
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-8120,all_sent,0,742,43
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-8265,all_sent,0,964,78
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-8269,all_sent,0,524,30
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-8459,all_sent,0,719,53
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-8475,all_sent,0,346,31
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-8548,all_sent,1,1265,83
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-8551,all_sent,0,1171,60
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-8593,all_sent,1,1369,81
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-8595,all_sent,0,742,69
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-8621,all_sent,0,842,26
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-8638,all_sent,1,1272,62
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-8721,all_sent,0,526,36
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-9229,all_sent,1,1934,142
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-9230,all_sent,0,727,45
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-9258,all_sent,1,2378,108
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-9281,all_sent,0,642,58
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-9320,all_sent,0,882,43
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-9367,all_sent,0,306,18
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-9461,all_sent,1,1049,61
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-9591,all_sent,0,581,45
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-9602,all_sent,1,898,37
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-9658,all_sent,0,726,43
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-9673,all_sent,0,607,49
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-9698,all_sent,0,383,30
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sphinx-doc__sphinx-9711,all_sent,0,460,37
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-11618,all_sent,0,608,44
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-12096,all_sent,0,875,56
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-12419,all_sent,0,662,44
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-12481,all_sent,0,586,41
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-12489,all_sent,1,871,73
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-13031,all_sent,0,1609,115
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-13091,all_sent,0,1985,129
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-13372,all_sent,0,282,19
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-13480,all_sent,0,240,22
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-13551,all_sent,0,626,28
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-13615,all_sent,0,1012,46
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-13647,all_sent,0,377,36
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-13757,all_sent,0,1596,87
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-13798,all_sent,1,544,40
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-13852,all_sent,1,469,27
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-13877,all_sent,0,762,38
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-13878,all_sent,1,1378,91
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-13974,all_sent,0,1170,61
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-14248,all_sent,0,1653,111
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-14531,all_sent,0,798,61
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-14711,all_sent,0,351,23
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-14976,all_sent,1,461,41
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-15017,all_sent,0,622,47
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-15345,all_sent,0,375,31
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-15349,all_sent,0,636,29
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-15599,all_sent,0,887,30
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-15809,all_sent,0,314,28
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-15875,all_sent,1,956,27
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-15976,all_sent,0,6239,46
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-16450,all_sent,0,552,42
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-16597,all_sent,1,788,65
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-16766,all_sent,0,533,38
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-16792,all_sent,0,478,35
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-16886,all_sent,0,211,23
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-17139,all_sent,0,572,42
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-17318,all_sent,1,623,35
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-17630,all_sent,1,652,43
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-17655,all_sent,0,821,61
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-18189,all_sent,0,762,36
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-18199,all_sent,1,705,54
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-18211,all_sent,1,547,37
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-18698,all_sent,1,1065,47
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-18763,all_sent,1,557,33
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-19040,all_sent,0,1936,132
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-19346,all_sent,0,511,39
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-19495,all_sent,0,759,31
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-19637,all_sent,0,307,26
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-19783,all_sent,0,734,46
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-19954,all_sent,0,442,24
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-20154,all_sent,0,446,49
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-20428,all_sent,1,469,35
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-20438,all_sent,1,816,60
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-20590,all_sent,0,483,60
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-20801,all_sent,0,756,49
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-20916,all_sent,1,790,51
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-21379,all_sent,0,470,35
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-21596,all_sent,1,893,50
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-21612,all_sent,1,806,57
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-21847,all_sent,0,418,26
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-21930,all_sent,1,839,66
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-22080,all_sent,1,1210,80
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-22456,all_sent,0,1404,73
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-22714,all_sent,0,460,38
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-22914,all_sent,0,331,28
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-23262,all_sent,0,432,40
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-23413,all_sent,0,947,20
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-23534,all_sent,0,208,21
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-23824,all_sent,0,255,21
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-23950,all_sent,1,767,41
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-24066,all_sent,0,895,42
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-24213,all_sent,0,279,29
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-24443,all_sent,0,1095,52
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-24539,all_sent,0,318,21
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-24562,all_sent,0,514,22
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-24661,all_sent,0,388,35
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-12907,all_sent,0,885,49
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-13033,all_sent,1,517,35
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-13236,all_sent,1,1077,83
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-13398,all_sent,1,3446,60
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-13453,all_sent,0,857,69
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-13579,all_sent,0,1115,74
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-13977,all_sent,1,893,72
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-14096,all_sent,0,2556,57
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-14182,all_sent,1,1580,91
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-14309,all_sent,0,676,56
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-14365,all_sent,1,986,79
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-14369,all_sent,0,1742,134
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-14508,all_sent,0,651,55
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-14539,all_sent,0,428,36
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-14598,all_sent,1,6142,123
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-14995,all_sent,0,6259,37
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-7166,all_sent,0,1161,87
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-7336,all_sent,0,291,25
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-7606,all_sent,1,492,38
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-7671,all_sent,1,821,61
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-8707,all_sent,1,1090,123
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-8872,all_sent,1,963,82
20251124_mini-v1.17.0_minimax-m2/django__django-10097,all_sent,0,6742,52
20251124_mini-v1.17.0_minimax-m2/django__django-10554,all_sent,1,1110,96
20251124_mini-v1.17.0_minimax-m2/django__django-10880,all_sent,0,754,60
20251124_mini-v1.17.0_minimax-m2/django__django-10914,all_sent,0,676,42
20251124_mini-v1.17.0_minimax-m2/django__django-10973,all_sent,0,493,35
20251124_mini-v1.17.0_minimax-m2/django__django-10999,all_sent,1,391,40
20251124_mini-v1.17.0_minimax-m2/django__django-11066,all_sent,0,383,35
20251124_mini-v1.17.0_minimax-m2/django__django-11087,all_sent,1,3139,69
20251124_mini-v1.17.0_minimax-m2/django__django-11095,all_sent,0,783,86
20251124_mini-v1.17.0_minimax-m2/django__django-11099,all_sent,0,325,26
20251124_mini-v1.17.0_minimax-m2/django__django-11119,all_sent,0,575,41
20251124_mini-v1.17.0_minimax-m2/django__django-11133,all_sent,0,945,87
20251124_mini-v1.17.0_minimax-m2/django__django-11138,all_sent,1,909,69
20251124_mini-v1.17.0_minimax-m2/django__django-11141,all_sent,0,4180,106
20251124_mini-v1.17.0_minimax-m2/django__django-11149,all_sent,1,1327,85
20251124_mini-v1.17.0_minimax-m2/django__django-11163,all_sent,0,311,32
20251124_mini-v1.17.0_minimax-m2/django__django-11179,all_sent,0,417,36
20251124_mini-v1.17.0_minimax-m2/django__django-11206,all_sent,0,588,48
20251124_mini-v1.17.0_minimax-m2/django__django-11211,all_sent,0,844,73
20251124_mini-v1.17.0_minimax-m2/django__django-11239,all_sent,0,573,47
20251124_mini-v1.17.0_minimax-m2/django__django-11265,all_sent,1,1275,106
20251124_mini-v1.17.0_minimax-m2/django__django-11276,all_sent,0,1260,119
20251124_mini-v1.17.0_minimax-m2/django__django-11292,all_sent,0,763,69
20251124_mini-v1.17.0_minimax-m2/django__django-11299,all_sent,0,1021,94
20251124_mini-v1.17.0_minimax-m2/django__django-11333,all_sent,1,630,53
20251124_mini-v1.17.0_minimax-m2/django__django-11400,all_sent,1,699,59
20251124_mini-v1.17.0_minimax-m2/django__django-11433,all_sent,1,3872,86
20251124_mini-v1.17.0_minimax-m2/django__django-11451,all_sent,0,561,44
20251124_mini-v1.17.0_minimax-m2/django__django-11477,all_sent,1,1040,84
20251124_mini-v1.17.0_minimax-m2/django__django-11490,all_sent,1,798,60
20251124_mini-v1.17.0_minimax-m2/django__django-11532,all_sent,1,1017,86
20251124_mini-v1.17.0_minimax-m2/django__django-11551,all_sent,0,522,51
20251124_mini-v1.17.0_minimax-m2/django__django-11555,all_sent,0,1043,67
20251124_mini-v1.17.0_minimax-m2/django__django-11603,all_sent,0,489,42
20251124_mini-v1.17.0_minimax-m2/django__django-11728,all_sent,1,418,31
20251124_mini-v1.17.0_minimax-m2/django__django-11734,all_sent,1,14963,247
20251124_mini-v1.17.0_minimax-m2/django__django-11740,all_sent,0,990,93
20251124_mini-v1.17.0_minimax-m2/django__django-11749,all_sent,0,656,57
20251124_mini-v1.17.0_minimax-m2/django__django-11790,all_sent,1,1009,61
20251124_mini-v1.17.0_minimax-m2/django__django-11815,all_sent,0,600,52
20251124_mini-v1.17.0_minimax-m2/django__django-11820,all_sent,1,564,53
20251124_mini-v1.17.0_minimax-m2/django__django-11848,all_sent,1,693,56
20251124_mini-v1.17.0_minimax-m2/django__django-11880,all_sent,0,612,53
20251124_mini-v1.17.0_minimax-m2/django__django-11885,all_sent,1,1071,70
20251124_mini-v1.17.0_minimax-m2/django__django-11951,all_sent,0,488,41
20251124_mini-v1.17.0_minimax-m2/django__django-11964,all_sent,1,2359,232
20251124_mini-v1.17.0_minimax-m2/django__django-11999,all_sent,0,775,77
20251124_mini-v1.17.0_minimax-m2/django__django-12039,all_sent,0,843,57
20251124_mini-v1.17.0_minimax-m2/django__django-12050,all_sent,0,498,42
20251124_mini-v1.17.0_minimax-m2/django__django-12125,all_sent,1,660,47
20251124_mini-v1.17.0_minimax-m2/django__django-12143,all_sent,0,444,46
20251124_mini-v1.17.0_minimax-m2/django__django-12155,all_sent,1,813,60
20251124_mini-v1.17.0_minimax-m2/django__django-12193,all_sent,0,692,64
20251124_mini-v1.17.0_minimax-m2/django__django-12209,all_sent,0,1220,64
20251124_mini-v1.17.0_minimax-m2/django__django-12262,all_sent,0,549,43
20251124_mini-v1.17.0_minimax-m2/django__django-12273,all_sent,1,1224,92
20251124_mini-v1.17.0_minimax-m2/django__django-12276,all_sent,0,4303,84
20251124_mini-v1.17.0_minimax-m2/django__django-12304,all_sent,0,712,50
20251124_mini-v1.17.0_minimax-m2/django__django-12308,all_sent,1,844,78
20251124_mini-v1.17.0_minimax-m2/django__django-12325,all_sent,1,774,64
20251124_mini-v1.17.0_minimax-m2/django__django-12406,all_sent,1,10688,70
20251124_mini-v1.17.0_minimax-m2/django__django-12419,all_sent,0,731,64
20251124_mini-v1.17.0_minimax-m2/django__django-12663,all_sent,1,1162,88
20251124_mini-v1.17.0_minimax-m2/django__django-12708,all_sent,0,1019,79
20251124_mini-v1.17.0_minimax-m2/django__django-12713,all_sent,0,783,69
20251124_mini-v1.17.0_minimax-m2/django__django-12741,all_sent,0,363,36
20251124_mini-v1.17.0_minimax-m2/django__django-12754,all_sent,1,1171,86
20251124_mini-v1.17.0_minimax-m2/django__django-12774,all_sent,1,947,78
20251124_mini-v1.17.0_minimax-m2/django__django-12858,all_sent,0,1109,86
20251124_mini-v1.17.0_minimax-m2/django__django-12965,all_sent,0,3170,86
20251124_mini-v1.17.0_minimax-m2/django__django-13012,all_sent,0,710,49
20251124_mini-v1.17.0_minimax-m2/django__django-13023,all_sent,0,513,48
20251124_mini-v1.17.0_minimax-m2/django__django-13028,all_sent,0,547,47
20251124_mini-v1.17.0_minimax-m2/django__django-13033,all_sent,1,5166,74
20251124_mini-v1.17.0_minimax-m2/django__django-13089,all_sent,0,653,63
20251124_mini-v1.17.0_minimax-m2/django__django-13109,all_sent,0,687,72
20251124_mini-v1.17.0_minimax-m2/django__django-13112,all_sent,1,24909,235
20251124_mini-v1.17.0_minimax-m2/django__django-13121,all_sent,0,1508,162
20251124_mini-v1.17.0_minimax-m2/django__django-13128,all_sent,0,1253,90
20251124_mini-v1.17.0_minimax-m2/django__django-13158,all_sent,0,933,70
20251124_mini-v1.17.0_minimax-m2/django__django-13195,all_sent,1,887,52
20251124_mini-v1.17.0_minimax-m2/django__django-13212,all_sent,1,1116,109
20251124_mini-v1.17.0_minimax-m2/django__django-13279,all_sent,0,805,65
20251124_mini-v1.17.0_minimax-m2/django__django-13297,all_sent,0,433,36
20251124_mini-v1.17.0_minimax-m2/django__django-13315,all_sent,0,1078,106
20251124_mini-v1.17.0_minimax-m2/django__django-13343,all_sent,0,849,64
20251124_mini-v1.17.0_minimax-m2/django__django-13344,all_sent,1,3927,90
20251124_mini-v1.17.0_minimax-m2/django__django-13346,all_sent,1,787,66
20251124_mini-v1.17.0_minimax-m2/django__django-13363,all_sent,0,553,42
20251124_mini-v1.17.0_minimax-m2/django__django-13401,all_sent,1,807,61
20251124_mini-v1.17.0_minimax-m2/django__django-13406,all_sent,1,1493,121
20251124_mini-v1.17.0_minimax-m2/django__django-13410,all_sent,0,386,35
20251124_mini-v1.17.0_minimax-m2/django__django-13417,all_sent,0,824,64
20251124_mini-v1.17.0_minimax-m2/django__django-13449,all_sent,0,804,49
20251124_mini-v1.17.0_minimax-m2/django__django-13512,all_sent,0,683,62
20251124_mini-v1.17.0_minimax-m2/django__django-13513,all_sent,1,3738,70
20251124_mini-v1.17.0_minimax-m2/django__django-13516,all_sent,0,606,45
20251124_mini-v1.17.0_minimax-m2/django__django-13551,all_sent,0,586,42
20251124_mini-v1.17.0_minimax-m2/django__django-13568,all_sent,1,717,57
20251124_mini-v1.17.0_minimax-m2/django__django-13569,all_sent,1,1786,91
20251124_mini-v1.17.0_minimax-m2/django__django-13590,all_sent,0,618,52
20251124_mini-v1.17.0_minimax-m2/django__django-13658,all_sent,0,474,45
20251124_mini-v1.17.0_minimax-m2/django__django-13670,all_sent,0,431,39
20251124_mini-v1.17.0_minimax-m2/django__django-13741,all_sent,0,731,61
20251124_mini-v1.17.0_minimax-m2/django__django-13786,all_sent,0,524,36
20251124_mini-v1.17.0_minimax-m2/django__django-13794,all_sent,1,641,50
20251124_mini-v1.17.0_minimax-m2/django__django-13807,all_sent,1,741,75
20251124_mini-v1.17.0_minimax-m2/django__django-13809,all_sent,0,633,53
20251124_mini-v1.17.0_minimax-m2/django__django-13810,all_sent,1,688,44
20251124_mini-v1.17.0_minimax-m2/django__django-13820,all_sent,0,538,37
20251124_mini-v1.17.0_minimax-m2/django__django-13821,all_sent,0,692,58
20251124_mini-v1.17.0_minimax-m2/django__django-13837,all_sent,0,769,71
20251124_mini-v1.17.0_minimax-m2/django__django-13925,all_sent,1,955,89
20251124_mini-v1.17.0_minimax-m2/django__django-13933,all_sent,0,2204,169
20251124_mini-v1.17.0_minimax-m2/django__django-13964,all_sent,1,1592,134
20251124_mini-v1.17.0_minimax-m2/django__django-14007,all_sent,0,879,55
20251124_mini-v1.17.0_minimax-m2/django__django-14011,all_sent,1,1042,73
20251124_mini-v1.17.0_minimax-m2/django__django-14017,all_sent,0,1231,72
20251124_mini-v1.17.0_minimax-m2/django__django-14034,all_sent,1,868,64
20251124_mini-v1.17.0_minimax-m2/django__django-14053,all_sent,1,3278,206
20251124_mini-v1.17.0_minimax-m2/django__django-14089,all_sent,0,398,34
20251124_mini-v1.17.0_minimax-m2/django__django-14122,all_sent,0,759,63
20251124_mini-v1.17.0_minimax-m2/django__django-14140,all_sent,0,869,75
20251124_mini-v1.17.0_minimax-m2/django__django-14155,all_sent,1,702,44
20251124_mini-v1.17.0_minimax-m2/django__django-14170,all_sent,1,549,41
20251124_mini-v1.17.0_minimax-m2/django__django-14238,all_sent,0,531,50
20251124_mini-v1.17.0_minimax-m2/django__django-14311,all_sent,0,1437,82
20251124_mini-v1.17.0_minimax-m2/django__django-14315,all_sent,1,533,33
20251124_mini-v1.17.0_minimax-m2/django__django-14349,all_sent,0,675,63
20251124_mini-v1.17.0_minimax-m2/django__django-14351,all_sent,0,1974,113
20251124_mini-v1.17.0_minimax-m2/django__django-14373,all_sent,0,490,46
20251124_mini-v1.17.0_minimax-m2/django__django-14376,all_sent,1,190,14
20251124_mini-v1.17.0_minimax-m2/django__django-14404,all_sent,1,774,66
20251124_mini-v1.17.0_minimax-m2/django__django-14434,all_sent,0,620,44
20251124_mini-v1.17.0_minimax-m2/django__django-14493,all_sent,0,556,47
20251124_mini-v1.17.0_minimax-m2/django__django-14500,all_sent,0,1057,92
20251124_mini-v1.17.0_minimax-m2/django__django-14534,all_sent,1,681,54
20251124_mini-v1.17.0_minimax-m2/django__django-14539,all_sent,0,1222,71
20251124_mini-v1.17.0_minimax-m2/django__django-14559,all_sent,0,1101,125
20251124_mini-v1.17.0_minimax-m2/django__django-14580,all_sent,0,721,53
20251124_mini-v1.17.0_minimax-m2/django__django-14608,all_sent,0,761,70
20251124_mini-v1.17.0_minimax-m2/django__django-14631,all_sent,1,1167,102
20251124_mini-v1.17.0_minimax-m2/django__django-14672,all_sent,0,549,48
20251124_mini-v1.17.0_minimax-m2/django__django-14725,all_sent,0,4983,95
20251124_mini-v1.17.0_minimax-m2/django__django-14752,all_sent,0,349,28
20251124_mini-v1.17.0_minimax-m2/django__django-14765,all_sent,0,547,47
20251124_mini-v1.17.0_minimax-m2/django__django-14771,all_sent,1,697,68
20251124_mini-v1.17.0_minimax-m2/django__django-14787,all_sent,0,536,40
20251124_mini-v1.17.0_minimax-m2/django__django-14792,all_sent,1,879,61
20251124_mini-v1.17.0_minimax-m2/django__django-14855,all_sent,0,625,55
20251124_mini-v1.17.0_minimax-m2/django__django-14915,all_sent,0,356,32
20251124_mini-v1.17.0_minimax-m2/django__django-14999,all_sent,1,711,54
20251124_mini-v1.17.0_minimax-m2/django__django-15022,all_sent,1,609,51
20251124_mini-v1.17.0_minimax-m2/django__django-15037,all_sent,0,787,51
20251124_mini-v1.17.0_minimax-m2/django__django-15098,all_sent,1,1325,79
20251124_mini-v1.17.0_minimax-m2/django__django-15103,all_sent,0,377,36
20251124_mini-v1.17.0_minimax-m2/django__django-15104,all_sent,0,396,31
20251124_mini-v1.17.0_minimax-m2/django__django-15127,all_sent,0,941,81
20251124_mini-v1.17.0_minimax-m2/django__django-15128,all_sent,1,1156,87
20251124_mini-v1.17.0_minimax-m2/django__django-15161,all_sent,0,1167,109
20251124_mini-v1.17.0_minimax-m2/django__django-15252,all_sent,1,604,50
20251124_mini-v1.17.0_minimax-m2/django__django-15268,all_sent,1,14032,241
20251124_mini-v1.17.0_minimax-m2/django__django-15277,all_sent,0,448,37
20251124_mini-v1.17.0_minimax-m2/django__django-15278,all_sent,0,696,61
20251124_mini-v1.17.0_minimax-m2/django__django-15280,all_sent,1,11003,177
20251124_mini-v1.17.0_minimax-m2/django__django-15315,all_sent,1,8901,108
20251124_mini-v1.17.0_minimax-m2/django__django-15368,all_sent,0,942,83
20251124_mini-v1.17.0_minimax-m2/django__django-15375,all_sent,0,1773,78
20251124_mini-v1.17.0_minimax-m2/django__django-15380,all_sent,1,1627,125
20251124_mini-v1.17.0_minimax-m2/django__django-15382,all_sent,0,807,52
20251124_mini-v1.17.0_minimax-m2/django__django-15467,all_sent,0,1125,109
20251124_mini-v1.17.0_minimax-m2/django__django-15499,all_sent,0,1186,96
20251124_mini-v1.17.0_minimax-m2/django__django-15503,all_sent,1,799,44
20251124_mini-v1.17.0_minimax-m2/django__django-15525,all_sent,1,8520,89
20251124_mini-v1.17.0_minimax-m2/django__django-15554,all_sent,1,1568,120
20251124_mini-v1.17.0_minimax-m2/django__django-15561,all_sent,0,573,44
20251124_mini-v1.17.0_minimax-m2/django__django-15563,all_sent,1,1419,87
20251124_mini-v1.17.0_minimax-m2/django__django-15569,all_sent,0,554,50
20251124_mini-v1.17.0_minimax-m2/django__django-15572,all_sent,0,459,34
20251124_mini-v1.17.0_minimax-m2/django__django-15629,all_sent,1,1003,59
20251124_mini-v1.17.0_minimax-m2/django__django-15695,all_sent,1,3001,63
20251124_mini-v1.17.0_minimax-m2/django__django-15731,all_sent,0,461,36
20251124_mini-v1.17.0_minimax-m2/django__django-15732,all_sent,0,769,50
20251124_mini-v1.17.0_minimax-m2/django__django-15741,all_sent,0,524,53
20251124_mini-v1.17.0_minimax-m2/django__django-15814,all_sent,0,772,66
20251124_mini-v1.17.0_minimax-m2/django__django-15851,all_sent,0,462,32
20251124_mini-v1.17.0_minimax-m2/django__django-15863,all_sent,0,409,31
20251124_mini-v1.17.0_minimax-m2/django__django-15916,all_sent,0,1003,66
20251124_mini-v1.17.0_minimax-m2/django__django-15930,all_sent,1,1911,132
20251124_mini-v1.17.0_minimax-m2/django__django-15957,all_sent,1,1374,102
20251124_mini-v1.17.0_minimax-m2/django__django-15973,all_sent,1,5741,168
20251124_mini-v1.17.0_minimax-m2/django__django-15987,all_sent,0,849,73
